TDOI,ID,English,Finnish,"Upper LTK group","LTK group name"
10622,404,,,,
10623,404,,,,
10624,404,,,,
10625,404,,,,
10626,404,,,,
10627,404,,,,
10628,404,,,,
10629,404,,,,
10630,404,,,,
10631,404,,,,
10632,404,,,,
10633,404,,,,
10634,404,,,,
10635,404,,,,
10636,404,,,,
10637,404,,,,
10638,404,,,,
10639,404,,,,
10640,404,,,,
10641,404,,,,
10642,404,,,,
10643,404,,,,
10644,404,,,,
10645,404,,,,
10646,404,,,,
10647,404,,,,
10648,404,,,,
10649,404,,,,
10650,404,,,,
10651,L04AX09,diroximel fumarate,Diroksimeelifumaraatti,L1DX,Muut immunosuppressantit
10652,L01FX17,sacituzumab govitecan,Sasitutsumabigovitekaani,L1AEB,Monoklonaaliset vasta-aineet
10653,L01EX23,pralsetinib,Pralsetinibi,L01E,Proteiinikinaasin estäjät
10654,L01EL03,zanubrutinib,Tsanubrutinibi,L01E,Proteiinikinaasin estäjät
10655,L04AJ03,pegcetacoplan,Pegsetakoplaani,L1DJ,Komplementin estäjät
10656,D11AH08,abrocitinib,Abrositinibi,D1HA,Atooppisen ihottuman lääkkeet
10657,L01EJ02,fedratinib,Fedratinibi,L01E,Proteiinikinaasin estäjät
10658,B1E,N/A,Muut hematologiset lääkkeet,B1,Veren hyytymiseen vaikuttavat lääkkeet ja anemialääkkeet
10659,N2O,N/A,MS-taudin lääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
10660,L01FA01,rituximab,Rituksimabi,L1DA,Selektiiviset immunosuppressantit
10661,R03DX10,benralizumab,Benralitsumabi,R1J,Monoklonaaliset vasta-aineet
10662,L01EN01,erdafitinib,Erdafitinibi,L01E,Proteiinikinaasin estäjät
10663,D07BB02,desonide and antiseptics,Desonidi ja antiseptit,D1AEB,Keskivahvojen kortikosteroidien yhdistelmät
10664,J06BD01,palivizumab,Palivitsumabi,J2A,Immunoseerumit ja immunoglobuliinit
10665,J06BC03,bezlotoxumab,Betslotoksumabi,J2A,Immunoseerumit ja immunoglobuliinit
10666,J06BC04,obiltoxaximab,Obiltoksaksimabi,J2A,Immunoseerumit ja immunoglobuliinit
10667,P01CX04,miltefosine,Miltefosiini,P1AC,Leishmaniaasi- ja trypanosomiaasilääkkeet
10668,404,,,,
10669,404,,,,
10670,404,,,,
10671,404,,,,
10672,404,,,,
10673,404,,,,
10674,404,,,,
10675,V04CX07,edrophonium,Edrofonium,V04CX,Muut diagnostiset aineet
10676,D10AD06,trifarotene,Trifaroteeni,D1CAB,Muut kuin mikrobilääkkeet
10677,404,,,,
10678,404,,,,
10679,L01XX73,sotorasib,Sotorasibi,L1AEE,Muut syöpälääkkeet
10680,404,,,,
10681,L01FX18,amivantamab,Amivantamabi,L1AEB,Monoklonaaliset vasta-aineet
10682,A07AA13,rifamycin,Rifamysiini,A1EA,Suolistoantibiootit
10683,J05AX24,tecovirimat,Tekovirimaatti,J1DE,Muut viruslääkkeet
10684,404,,,,
10685,404,,,,
10686,404,,,,
10687,A16AB21,atidarsagene autotemcel,Atidarsageeniautotemseeli,N2M,Muut hermostoon vaikuttavat lääkkeet
10688,V03AXXX,ATCDDD N/A,500,Check manually,
10689,J1DBA,N/A,COVID-19-lääkkeet,J1D,Viruslääkkeet
10690,J06BBXX,ATCDDD N/A,500,Check manually,
10691,J06BDXX,ATCDDD N/A,500,Check manually,
10692,J0ABA,N/A,B-hepatiittilääkkeet,J1D,Viruslääkkeet
10693,J1DCBA,N/A,Integraasinestäjät,J1DC,HIV-lääkkeet
10694,J05AJ03,dolutegravir,Dolutegraviiri,J1DCBA,Integraasinestäjät
10695,404,,,,
10696,404,,,,
10697,404,,,,
10698,404,,,,
10699,404,,,,
10700,404,,,,
10701,404,,,,
10702,V03AX,Other therapeutic products,Silibiini,V2A,Myrkytysten antidootit
10703,404,,,,
10704,404,,,,
10705,N01BX04,capsaicin,Kapsaisiini,N3D,Neuropaattisen kivun lääkkeet
10706,L2ACA,N/A,TNF-alfan estäjät,L2AC,Biologiset reumalääkkeet
10707,404,,,,
10708,404,,,,
10709,404,,,,
10710,404,,,,
10711,404,,,,
10712,404,,,,
10713,404,,,,
10714,404,,,,
10715,404,,,,
10716,404,,,,
10717,404,,,,
10718,404,,,,
10719,404,,,,
10720,404,,,,
10721,404,,,,
10722,404,,,,
10723,404,,,,
10724,C03DA05,finerenone,Finerenoni,C1CCA,Aldosteroniantagonistit
10725,L04AA51,ATCDDD N/A,500,Check manually,
10726,N02CD05,eptinezumab,Eptinetsumabi,CGRPA,CGRP-antagonistit
10727,B06AX03,voxelotor,Vokselotori,B1E,Muut hematologiset lääkkeet
10728,H01AC08,somatrogon,Somatrogoni,H1AA,Aivolisäkkeen etulohkon hormonit
10729,404,,,,
10730,J06BD03,tixagevimab and cilgavimab,Tiksagevimabi ja silgavimabi,J1DBA,COVID-19-lääkkeet
10731,B06AX01,crizanlizumab,Kritsanlitsumabi,B1E,Muut hematologiset lääkkeet
10732,J06BDYY,ATCDDD N/A,500,Check manually,
10733,N2N,N/A,Narkolepsialääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
10734,D1HAA,N/A,Paikalliset kalsineuriinin estäjät,D1HA,Atooppisen ihottuman lääkkeet
10735,CGRPA,N/A,CGRP-antagonistit,N3C,Migreenilääkkeet (spesifiset)
10736,L2ACB,N/A,Interleukiinien estäjät,L2AC,Biologiset reumalääkkeet
10737,R1L,N/A,Kystisen fibroosin lääkkeet,R1,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)"
10738,A16AX15,telotristat,Telotristaatti,A1JC,Muut aineenvaihduntasairauksien lääkkeet
10739,404,,,,
10740,404,,,,
10741,404,,,,
10742,G04BX13,dimethyl sulfoxide,Dimetyylisulfoksidi,G1DF,Muut virtsaelinten sairauksien lääkkeet
10743,M03AC04,atracurium,Atrakurium,M3AA,Anestesian yhteydessä käytettävät lihasrelaksantit
10744,404,,,,
10745,404,,,,
10746,V03AX04,difelikefalin,Difelikefaliini,N2M,Muut hermostoon vaikuttavat lääkkeet
10747,L01FX13,enfortumab vedotin,Enfortumabi-vedotiini,L1AEB,Monoklonaaliset vasta-aineet
10748,N02CD06,rimegepant,Rimegepantti,CGRPA,CGRP-antagonistit
10749,L04AA47,ATCDDD N/A,500,Check manually,
10750,L01AA05,chlormethine,Kloorimetiini,D1DA,"Paikalliset antibiootit, kemoterapia"
10751,S02CA03,hydrocortisone and antiinfectives,Hydrokortisoni ja mikrobilääkkeet,S2D,Kortikosteroidin ja mikrobilääkkeen yhdistelmät
10752,404,,,,
10753,404,,,,
10754,404,,,,
10755,404,,,,
10756,404,,,,
10757,404,,,,
10758,M02AA06,etofenamate,Etofenamaatti,M1DA,Paikalliset tulehduskipulääkkeet
10759,A02BD08,"bismuth subcitrate, tetracycline and metronidazole","Vismuttisubsitraatti, metronidatsoli ja tetrasykliini",A1AE,Helikobakteerin häätöön tarkoitetut yhdistelmävalmisteet
10760,S01BA14,loteprednol,Loteprednoli,S1CA,Kortikosteroidit
10761,404,,,,
10762,404,,,,
10763,404,,,,
10764,D11AA01,glycopyrronium,Glykopyrronium,D1HD,Muut ihotautilääkkeet
10765,B06AA03,hyaluronidase,Hyaluronidaasi,V2E,Sytostaattihoidon haittoja vähentävät lääkkeet
10766,404,,,,
10767,404,,,,
10768,404,,,,
10769,H01CC04,linzagolix,Lintsagoliksi,H1ACB,Gonadotropiinin vapautumisen estäjät
10770,A16AB25,olipudase alfa,Olipudaasi alfa,A1JB,Entsyymit
10771,A16AB22,avalglucosidase alfa,Avalglukosidaasi alfa,A1JB,Entsyymit
10772,A16AX20,lonafarnib,Lonafarnibi,A1JC,Muut aineenvaihduntasairauksien lääkkeet
10773,404,,,,
10774,L04AJ05,avacopan,Avakopaani,L1DJ,Komplementin estäjät
10775,404,,,,
10776,404,,,,
10777,404,,,,
10778,404,,,,
10779,404,,,,
10780,404,,,,
10781,404,,,,
10782,M02AB01,capsaicin,Kapsaisiini,M1D,Muut TULES- ja kipulääkkeet
10783,404,,,,
10784,J05AX27,favipiravir,Favipiraviiri,J1DB,Influenssaviruslääkkeet
10785,N03AX24,cannabidiol,Kannabidioli,N2EE,Muut epilepsialääkkeet
10786,404,,,,
10787,404,,,,
10788,J05AX31,lenacapavir,Lenakapaviiri,J1DD,Muut HIV-lääkkeet
10789,L04AD03,voclosporin,Voklosporiini,L1DD,Kalsineuriinin estäjät
10790,L04AA58,efgartigimod alfa,Efgartigimodi alfa,L1DA,Selektiiviset immunosuppressantit
10791,L01EA06,asciminib,Askiminibi,L01E,Proteiinikinaasin estäjät
10792,A16AX19,fosdenopterin,Fosdenopteriini,A1JC,Muut aineenvaihduntasairauksien lääkkeet
10793,R01AD59,"mometasone, combinations","Mometasoni, yhdistelmävalmisteet",R1DB,"Glukokortikoidit, myös yhdistelmävalmisteet"
10794,404,,,,
10795,404,,,,
10796,404,,,,
10797,404,,,,
10798,404,,,,
10799,404,,,,
10800,S01LA09,faricimab,Farisimabi,S1K,Uudelleensuonittumisen estoon käytettävät lääkkeet
10801,R03DX11,tezepelumab,Tetsepelumabi,R1J,Monoklonaaliset vasta-aineet
10802,L01XL07,idecabtagene vicleucel,Idekabtageenivikleuseeli,L1E,CAR-T-soluvalmisteet
10803,N02CC08,lasmiditan,Lasmiditaani,N3CA,Triptaanit (5-HT1-reseptoriagonistit)
10804,N07XX18,vutrisiran,Vutrisiraani,N2M,Muut hermostoon vaikuttavat lääkkeet
10805,L01XL06,brexucabtagene autoleucel,Breksukabtageeniautoleuseeli,L1E,CAR-T-soluvalmisteet
10806,J06BD05,sotrovimab,Sotrovimabi,J1DBA,COVID-19-lääkkeet
10807,J05AE30,nirmatrelvir and ritonavir,Nirmatrelviiri ja ritonaviiri,J1DBA,COVID-19-lääkkeet
10808,L01XL08,lisocabtagene maraleucel,Lisokabtageenimaraleuseeli,L1E,CAR-T-soluvalmisteet
10809,N05CJ03,daridorexant,Daridoreksantti,N2CC,Muut unilääkkeet
10810,L01FX25,mosunetuzumab,Mosunetutsumabi,L1AEB,Monoklonaaliset vasta-aineet
10811,A16AB26,eladocagene exuparvovec,Eladokageenieksuparvoveekki,A1JB,Entsyymit
10812,B02BD15,valoctocogene roxaparvovec,Valoktokogeeniroksaparvoveekki,B1BE,Veren hyytymistekijät ja muut systeemisesti käytettävät hemostaatit
10813,L01FX24,teclistamab,Teklistamabi,L1AEB,Monoklonaaliset vasta-aineet
10814,404,,,,
10815,404,,,,
10816,404,,,,
10817,404,,,,
10818,404,,,,
10819,404,,,,
10820,404,,,,
10821,404,,,,
10822,404,,,,
10823,404,,,,
10824,404,,,,
10825,404,,,,
10826,404,,,,
10827,404,,,,
10828,J07AE02,"cholera, live attenuated","Kolerarokote, elävä heikennetty",J2BAA,Kolera
10829,404,,,,
10830,404,,,,
10831,S01AX18,povidone-iodine,Povidonijodi,S1A,Mikrobilääkkeet
10832,J05AX10,maribavir,Maribaviiri,J0AB,Herpes/sytomegalo/Ebstein-Barr -lääkkeet
10833,C03AA04,chlorothiazide,Klooritiatsidi,C1CA,Tiatsidit ja niiden kaltaiset diureetit
10834,404,,,,
10835,404,,,,
10836,404,,,,
10837,R06AA59,"doxylamine, combinations","Doksylamiini, yhdistelmävalmisteet",A1C,Pahoinvointilääkkeet
10838,L04AA55,ATCDDD N/A,500,Check manually,
10839,J06BD08,nirsevimab,Nirsevimabi,J2A,Immunoseerumit ja immunoglobuliinit
10840,B06AX04,mitapivat,Mitapivaatti,B1E,Muut hematologiset lääkkeet
10841,A05AX04,maralixibat chloride,Maraliksibaatti,A1K,"Sapen eritys, sappihapot"
10842,V09IX14,gallium (68Ga) gozetotide,Gallium(68Ga)gotsetotidi,V09I,Kasvainten diagnosointi
10843,H05AA04,abaloparatide,Abaloparatidi,H1FA,Lisäkilpirauhasen hormonit ja analogit
10844,A10BX16,tirzepatide,Tirtsepatidi,A2BJ,GLP-1- ja GIP-analogit
10845,J2BBM,N/A,Dengue,J2BB,Virusrokotteet
10846,J07BX04,dengue virus vaccines,"Denguerokote, tetravalentti",J2BBM,Dengue
10847,404,,,,
10848,404,,,,
10849,404,,,,
10850,404,,,,
10851,404,,,,
10852,404,,,,
10853,404,,,,
10854,404,,,,
10855,404,,,,
10856,404,,,,
10857,404,,,,
10858,L01XX75,tebentafusp,Tebentafuspi,L1AEE,Muut syöpälääkkeet
10859,J07BN01,"covid-19, RNA-based vaccine","COVID-19-rokotteet, RNA-pohjaiset",J2BBL,COVID-19
10860,J07BN02,"covid-19, viral vector, non-replicating","COVID-19-rokotteet, replikoitumaton virusvektori",J2BBL,COVID-19
10861,J07BN03,"covid-19, inactivated virus","COVID-19-rokotteet, inaktivoitu virus",J2BBL,COVID-19
10862,J07BN04,"covid-19, protein subunit","COVID-19-rokotteet, proteiinipohjaiset",J2BBL,COVID-19
10863,404,,,,
10864,N02BF03,mirogabalin,500,Check manually,
10865,L01XL01,sitimagene ceradenovec,500,Check manually,
10866,404,,,,
10867,404,,,,
10868,N02BF02,pregabalin,Pregabaliini,N3D,Neuropaattisen kivun lääkkeet
10869,N02BF01,gabapentin,Gabapentiini,N3D,Neuropaattisen kivun lääkkeet
10870,404,,,,
10871,404,,,,
10872,404,,,,
10873,404,,,,
10874,404,,,,
10875,404,,,,
10876,404,,,,
10877,404,,,,
10878,404,,,,
10879,404,,,,
10880,404,,,,
10881,404,,,,
10882,404,,,,
10883,404,,,,
10884,404,,,,
10885,404,,,,
10886,404,,,,
10887,404,,,,
10888,A12AA20,calcium (different salts in combination),Kalsium (eri suolojen yhdistelmävalmisteet),A3BA,Kalsium
10889,C01BA13,hydroquinidine,Hydrokinidiini,C1BA,Ryhmä 1A
10890,404,,,,
10891,404,,,,
10892,V08AB04,iopamidol,Jopamidoli,V5A,Jodia sisältävät varjoaineet
10893,404,,,,
10894,G03GA10,follitropin delta,Follitropiini delta,G2AG,Ovulaation stimuloijat
10895,V10XX05,lutetium (177Lu) vipivotide tetraxetan,Lutetium(177Lu)vipivotiditetraksetaani,V6BC,Muut terapeuttiset radioaktiiviset lääkevalmisteet
10896,V10XX04,lutetium (177Lu) oxodotreotide,Lutetium(177Lu)oksodotreotidi,V6BC,Muut terapeuttiset radioaktiiviset lääkevalmisteet
10897,L01XL09,tabelecleucel,Tabelekleuseeli,L1AEE,Muut syöpälääkkeet
10898,N01BB08,articaine,Artikaiini,N1B,Paikallispuudutteet
10899,L01XL05,ciltacabtagene autoleucel,Siltakabtageeniautoleuseeli,L1E,CAR-T-soluvalmisteet
10900,L01XL04,tisagenlecleucel,Tisagenlekleuseeli,L1E,CAR-T-soluvalmisteet
10901,L01XL03,axicabtagene ciloleucel,Aksikabtageenisiloleuseeli,L1E,CAR-T-soluvalmisteet
10902,L01CE01,topotecan,Topotekaani,L1AEE,Muut syöpälääkkeet
10903,L01CE02,irinotecan,Irinotekaani,L1AEE,Muut syöpälääkkeet
10904,L01EM01,idelalisib,Idelalisibi,L01E,Proteiinikinaasin estäjät
10905,L01EM03,alpelisib,Alpelisibi,L01E,Proteiinikinaasin estäjät
10906,L01XF01,tretinoin,Tretinoiini,L1AEE,Muut syöpälääkkeet
10907,L01XF03,bexarotene,Beksaroteeni,L1AEE,Muut syöpälääkkeet
10908,L01XH03,panobinostat,Panobinostaatti,L1AEE,Muut syöpälääkkeet
10909,L01XL02,talimogene laherparepvec,Talimogeenilaherparepveekki,L1AEE,Muut syöpälääkkeet
10910,L01XK01,olaparib,Olaparibi,L1F,PARP:n estäjät
10911,L01XK02,niraparib,Niraparibi,L1F,PARP:n estäjät
10912,L01XK03,rucaparib,Rukaparibi,L1F,PARP:n estäjät
10913,L01XK04,talazoparib,Talatsoparibi,L1F,PARP:n estäjät
10914,L01XJ01,vismodegib,Vismodegibi,L1AG,Hedgehog-signaalitien estäjät
10915,L01XJ02,sonidegib,Sonidegibi,L1AG,Hedgehog-signaalitien estäjät
10916,L01XJ03,glasdegib,Glasdegibi,L1AG,Hedgehog-signaalitien estäjät
10917,L01FA03,obinutuzumab,Obinututsumabi,L1AEB,Monoklonaaliset vasta-aineet
10918,L01FB01,inotuzumab ozogamicin,Inotutsumabi-otsogamisiini,L1AEB,Monoklonaaliset vasta-aineet
10919,L01FB02,moxetumomab pasudotox,Moksetumomabi-pasudotoksi,L1AEB,Monoklonaaliset vasta-aineet
10920,L01FC02,isatuximab,Isatuksimabi,L1AEB,Monoklonaaliset vasta-aineet
10921,L01FD01,trastuzumab,Trastutsumabi,L1AEB,Monoklonaaliset vasta-aineet
10922,L01FD02,pertuzumab,Pertutsumabi,L1AEB,Monoklonaaliset vasta-aineet
10923,L01FD03,trastuzumab emtansine,Trastutsumabi-emtansiini,L1AEB,Monoklonaaliset vasta-aineet
10924,L01FD04,trastuzumab deruxtecan,Trastutsumabi-derukstekaani,L1AEB,Monoklonaaliset vasta-aineet
10925,L01FE01,cetuximab,Setuksimabi,L1AEB,Monoklonaaliset vasta-aineet
10926,L01FE02,panitumumab,Panitumumabi,L1AEB,Monoklonaaliset vasta-aineet
10927,L01FE03,necitumumab,Nesitumumabi,L1AEB,Monoklonaaliset vasta-aineet
10928,L01FF01,nivolumab,Nivolumabi,L1AEB,Monoklonaaliset vasta-aineet
10929,L01FF02,pembrolizumab,Pembrolitsumabi,L1AEB,Monoklonaaliset vasta-aineet
10930,L01FF03,durvalumab,Durvalumabi,L1AEB,Monoklonaaliset vasta-aineet
10931,L01FF04,avelumab,Avelumabi,L1AEB,Monoklonaaliset vasta-aineet
10932,L01FF05,atezolizumab,Atetsolitsumabi,L1AEB,Monoklonaaliset vasta-aineet
10933,L01FF06,cemiplimab,Semiplimabi,L1AEB,Monoklonaaliset vasta-aineet
10934,L01FF07,dostarlimab,Dostarlimabi,L1AEB,Monoklonaaliset vasta-aineet
10935,L01FG01,bevacizumab,Bevasitsumabi,L1AEB,Monoklonaaliset vasta-aineet
10936,L01FG02,ramucirumab,Ramusirumabi,L1AEB,Monoklonaaliset vasta-aineet
10937,L01FX02,gemtuzumab ozogamicin,Gemtutsumabi-otsogamisiini,L1AEB,Monoklonaaliset vasta-aineet
10938,L01FX20,tremelimumab,Tremelimumabi,L1AEB,Monoklonaaliset vasta-aineet
10939,L01FX22,loncastuximab tesirine,Lonkastuksimabi-tesiriini,L1AEB,Monoklonaaliset vasta-aineet
10940,L04AC22,spesolimab,Spesolimabi,D1E,Psoriaasilääkkeet
10941,R03DX09,mepolizumab,Mepolitsumabi,L1DC,Interleukiinien estäjät
10942,404,,,,
10943,404,,,,
10944,404,,,,
10945,404,,,,
10946,404,,,,
10947,404,,,,
10948,404,,,,
10949,404,,,,
10950,404,,,,
10951,404,,,,
10952,404,,,,
10953,404,,,,
10954,404,,,,
10955,404,,,,
10956,404,,,,
10957,404,,,,
10958,404,,,,
10959,404,,,,
10960,404,,,,
10961,404,,,,
10962,404,,,,
10963,404,,,,
10964,404,,,,
10965,404,,,,
10966,404,,,,
10967,L01EN02,pemigatinib,Pemigatinibi,L01E,Proteiinikinaasin estäjät
10968,A10BJ01,exenatide,Eksenatidi,A2BH,GLP-1-analogit
10969,A10BJ02,liraglutide,Liraglutidi,A2BH,GLP-1-analogit
10970,A10BJ03,lixisenatide,Liksisenatidi,A2BH,GLP-1-analogit
10971,A10BJ05,dulaglutide,Dulaglutidi,A2BH,GLP-1-analogit
10972,A10BK01,dapagliflozin,Dapagliflotsiini,A2BI,Glukoosinkuljettajaproteiini 2:n estäjät
10973,A10BK03,empagliflozin,Empagliflotsiini,A2BI,Glukoosinkuljettajaproteiini 2:n estäjät
10974,V09GA01,technetium (99mTc) sestamibi,Teknetium(99mTc)sestamibi,V09G,Sydän ja verisuonet
10975,V09GA02,technetium (99mTc) tetrofosmin,Teknetium(99mTc)tetrofosmiini,V09G,Sydän ja verisuonet
10976,J06BD06,regdanvimab,Regdanvimabi,J1DBA,COVID-19-lääkkeet
10977,J06BD07,casirivimab and imdevimab,Kasirivimabi ja imdevimabi,J1DBA,COVID-19-lääkkeet
10978,J05AJ01,raltegravir,Raltegraviiri,J1DCBA,Integraasinestäjät
10979,L01XG01,bortezomib,Bortetsomibi,L1AF,Proteasomin estäjät
10980,L04AB01,etanercept,Etanersepti,D1E,Psoriaasilääkkeet
10981,L01FX03,catumaxomab,Katumaksomabi,L1AEB,Monoklonaaliset vasta-aineet
10982,L01FX04,ipilimumab,Ipilimumabi,L1AEB,Monoklonaaliset vasta-aineet
10983,L01FA02,ofatumumab,500,Check manually,
10984,L01FX05,brentuximab vedotin,Brentuksimabivedotiini,L1AEB,Monoklonaaliset vasta-aineet
10985,L01XG03,ixazomib,Iksatsomibi,L1AF,Proteasomin estäjät
10986,L01XG02,carfilzomib,Karfiltsomibi,L1AF,Proteasomin estäjät
10987,L01FX10,olaratumab,Olaratumabi,L1AEB,Monoklonaaliset vasta-aineet
10988,L01FX07,blinatumomab,Blinatumomabi,L1AEB,Monoklonaaliset vasta-aineet
10989,L01FX06,dinutuximab beta,Dinutuksimabi beeta,L1AEB,Monoklonaaliset vasta-aineet
10990,L01FC01,daratumumab,Daratumumabi,L1AEB,Monoklonaaliset vasta-aineet
10991,L01FX08,elotuzumab,Elotutsumabi,L1AEB,Monoklonaaliset vasta-aineet
10992,J05AR25,lamivudine and dolutegravir,Dolutegraviiri ja lamivudiini,J1DCD,HIV-lääkkeiden yhdistelmät
10993,D07BC05,ATCDDD N/A,Desoksimetasoni ja antiseptit,D1AEC,Vahvojen kortikosteroidien yhdistelmät
10994,L01FX14,polatuzumab vedotin,Polatutsumabi-vedotiini,L1AEB,Monoklonaaliset vasta-aineet
10995,L01FX15,belantamab mafodotin,Belantamabi-mafodotiini,L1AEB,Monoklonaaliset vasta-aineet
10996,L01FX12,tafasitamab,Tafasitamabi,L1AEB,Monoklonaaliset vasta-aineet
10997,L01FX09,mogamulizumab,Mogamulitosumabi,L1AEB,Monoklonaaliset vasta-aineet
10998,N07BC05,levomethadone,Levometadoni,N2JC,Opioidiriippuvuuden hoito
10999,V04CX04,mannitol,Mannitoli,V04CX,Muut diagnostiset aineet
11000,L03AX11,tasonermin,Tasonermiini,L1AEE,Muut syöpälääkkeet
11001,404,,,,
11002,404,,,,
11003,404,,,,
11004,V04CX01,indocyanine green,Indosyaanivihreä,V04CX,Muut diagnostiset aineet
11005,C09DB07,candesartan and amlodipine,Kandesartaani ja amlodipiini,C1KB,AT-reseptorin salpaaja ja kalsiumkanavan salpaaja
11006,404,,,,
11007,404,,,,
11008,S01EE51,latanoprost and netarsudil,Latanoprosti ja netarsudiili,S1DE,Prostaglandiinianalogit
11009,L04AA56,ATCDDD N/A,500,Check manually,
11010,404,,,,
11011,404,,,,
11012,L1BBC,N/A,Muut hormoniantagonistit,L1BB,Hormoniantagonistit
11013,L02BX04,relugolix,Relugoliksi,L1BBC,Muut hormoniantagonistit
11014,404,,,,
11015,404,,,,
11016,L01XM02,ivosidenib,Ivosidenibi,L1AEE,Muut syöpälääkkeet
11017,404,,,,
11018,P03AA54,"disulfiram, combinations",Bentsyylibentsoaatti ja disulfiraami,P1C,Ulkoloisten häätön käytettävät lääkkeet
11019,404,,,,
11020,A16AB23,cipaglucosidase alfa,Sipaglukosidaasi alfa,A1JB,Entsyymit
11021,B03XA08,vadadustat,Vadadustaatti,B1CC,Muut anemialääkkeet
11022,A16AB20,pegunigalsidase alfa,Pegunigalsidaasi alfa,A1JB,Entsyymit
11023,B02BD16,etranacogene dezaparvovec,Etranakogeenidetsaparvoveekki,B1BE,Veren hyytymistekijät ja muut systeemisesti käytettävät hemostaatit
11024,404,,,,
11025,404,,,,
11026,404,,,,
11027,404,,,,
11028,C09BB07,ramipril and amlodipine,Ramipriili ja amlodipiini,C1HB,ACE:n estäjä ja kalsiumkanavan salpaaja
11029,404,,,,
11030,L01FY02,nivolumab and relatlimab,Nivolumabi ja relatlimabi,L1AEB,Monoklonaaliset vasta-aineet
11031,L04AC24,mirikizumab,Mirikitsumabi,L1DC,Interleukiinien estäjät
11032,J2BBN,N/A,RSV (respiratory syncytial virus),J2BB,Virusrokotteet
11033,J07BX05,respiratory syncytial virus vaccines,RSV-rokote,J2BBN,RSV (respiratory syncytial virus)
11034,A16AX21,elivaldogene autotemcel,Elivaldogeeniautotemseeli,A1JC,Muut aineenvaihduntasairauksien lääkkeet
11035,S01AX08,hexamidine,Heksamidiini,S1A,Mikrobilääkkeet
11036,B05XA11,magnesium chloride,Magnesiumkloridi,B2DA,Elektrolyyttiliuokset ja aminohapot
11037,404,,,,
11038,404,,,,
11039,404,,,,
11040,404,,,,
11041,404,,,,
11042,404,,,,
11043,404,,,,
11044,404,,,,
11045,L01XK52,niraparib and abiraterone,Niraparibi ja abirateroni,L1F,PARP:n estäjät
11046,N02CC51,sumatriptan and naproxen,Sumatriptaani ja naprokseeni,N3CA,Triptaanit (5-HT1-reseptoriagonistit)
11047,R05DB27,levodropropizine,Levodropropitsiini,R1EA,Yskänärsytystä hillitsevät
11048,L04AG14,ublituximab,Ublituksimabi,L1DG,Monoklonaaliset vasta-aineet
11049,C01EB24,mavacamten,Mavakamteeni,C1AD,Muut sydänlääkkeet
11050,L01EN04,futibatinib,Futibatinibi,L01E,Proteiinikinaasin estäjät
11051,L01FX28,glofitamab,Glofitamabi,L1AEB,Monoklonaaliset vasta-aineet
11052,N03AX27,ganaxolone,Ganaksoloni,N2EE,Muut epilepsialääkkeet
11053,V09IX16,piflufolastat (18F),Piflufolastaatti(18F),V09I,Kasvainten diagnosointi
11054,404,,,,
11055,404,,,,
11056,404,,,,
11057,404,,,,
11058,404,,,,
11059,404,,,,
11060,404,,,,
11061,404,,,,
11062,404,,,,
11063,A3AE,N/A,Monivitamiinivalmisteet,A3A,Vitamiinit
11064,A11BA,"Multivitamins, plain",Multivitamindroppar Unimedic,A3AE,Monivitamiinivalmisteet
11065,404,,,,
11066,404,,,,
11067,N02CD07,atogepant,Atogepantti,CGRPA,CGRP-antagonistit
11068,L01FX29,talquetamab,Talketamabi,L1AEB,Monoklonaaliset vasta-aineet
11069,L04AF08,ritlecitinib,Ritlesitinibi,D1HD,Muut ihotautilääkkeet
11070,404,,,,
11071,404,,,,
11072,404,,,,
11073,404,,,,
11074,L01FF09,tislelizumab,Tislelitsumabi,L1AEB,Monoklonaaliset vasta-aineet
11075,L01FX27,epcoritamab,Epkoritamabi,L1AEB,Monoklonaaliset vasta-aineet
11076,R05DB29,gefapixant,Gefapiksantti,R1EA,Yskänärsytystä hillitsevät
11077,404,,,,
11078,404,,,,
11079,404,,,,
11080,404,,,,
11081,S03CA04,hydrocortisone and antiinfectives,"Hydrokortisoni ja mikrobilääkkeet, silmät ja korvat",S2D,Kortikosteroidin ja mikrobilääkkeen yhdistelmät
11082,404,,,,
11083,H05AA05,palopegteriparatide,Palopegteriparatidi,H1FA,Lisäkilpirauhasen hormonit ja analogit
11084,L02BA04,elacestrant,Elasestrantti,L1BBA,Antiestrogeenit
11085,D11AH10,lebrikizumab,Lebrikitsumabi,D1HA,Atooppisen ihottuman lääkkeet
